"","PARTICIPANTID","variable","value","Type","Instrument","Mode1","Background","Gender","Mode"
"1658","UK869688_1","SARP MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1659","UK31600_2","SARP MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1660","MKATLM2407191050","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1661","MKAJRD2507191630","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1662","MKAAR0108191730","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1663","MKASRD0208191600","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1664","MKAMRJ0308191400","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1665","FKASHR0408191530","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","Kalash","Female","MN-AUG"
"1666","MKAFD2707191400","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1667","MKHMHM1308191130","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Khow","Male","MN-AUG"
"1668","MKHABD1508191700","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Khow","Male","MN-AUG"
"1669","MKHMHD1808191600","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1670","MKHSHD0608191600","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1671","MKAHRV0308190930","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Kalash","Male","MN-AUG"
"1672","MKASH2407191700","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Kalash","Male","MN-AUG"
"1673","MKAHJZ3107191030","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","Kalash","Male","MN-AUG"
"1674","MKHTNV2008191100","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1675","MKHSFL1008191600","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","Khow","Male","MN-AUG"
"1676","MKAIKB0208190900","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","Kalash","Male","MN-AUG"
"1677","MKHAHT0908191130","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","Khow","Male","MN-AUG"
"1678","MKHKMT1708191330","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","Khow","Male","MN-AUG"
"1679","MKHMSF1808191730","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","Khow","Male","MN-AUG"
"1680","MKATRQ0108191500","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","Kalash","Male","MN-AUG"
"1681","MKARD2607191000","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1682","MKAZRMT3107191600","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1683","MKHIHS0908191430","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Khow","Male","MN-AUG"
"1684","FKAGL0308191700","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","Kalash","Female","MN-AUG"
"1685","MKAZUD0208191230","SARP MN-AUG","Augm.","Chord","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1686","MKHHSN0808191330","SARP MN-AUG","Augm.","Chord","Piano","MN-AUG","Khow","Male","MN-AUG"
"1687","MKHISL0808191645","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","Khow","Male","MN-AUG"
"1688","MKANS2607191200","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1689","MKAAKH2707191615","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1690","MKASZD3007190930","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1691","MKHISQ0708191130","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","Khow","Male","MN-AUG"
"1692","MKHZHR1008191230","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","Khow","Male","MN-AUG"
"1693","MKHWL1108191030","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1694","MKHMHD0808191100","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1695","MKARMD0408190945","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","Kalash","Male","MN-AUG"
"1696","MKHNZR1908191345","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1697","MKHISF1408191130","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1698","MKHRFQ1308191515","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","Khow","Male","MN-AUG"
"1699","UK629335_1","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Male","MN-AUG"
"1700","UK337940_2","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1701","UK395228_2","SARP MN-AUG","Augm.","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1702","UK523822_2","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1703","UK123046_2","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1704","UK499949_1","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Male","MN-AUG"
"1705","UK464301_1","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Male","MN-AUG"
"1706","UK361432_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1707","UK440729_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1708","UK386152_1","SARP MN-AUG","Augm.","Chord","Piano","MN-AUG","UK","Male","MN-AUG"
"1709","UK468521_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1710","UK490419_1","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Male","MN-AUG"
"1711","UK207435_2","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Female","MN-AUG"
"1712","UK130640_1","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","UK","Male","MN-AUG"
"1713","UK328998_2","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","UK","Female","MN-AUG"
"1714","UK822095_1","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Male","MN-AUG"
"1715","UK797077_2","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Female","MN-AUG"
"1716","UK81875_2","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Female","MN-AUG"
"1717","UK647420_2","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","UK","Female","MN-AUG"
"1718","UK149852_2","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","UK","Female","MN-AUG"
"1719","UK716863_1","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","UK","Male","MN-AUG"
"1720","UK338720_2","SARP MN-AUG","Minor","Chord","Setar","MN-AUG","UK","Female","MN-AUG"
"1721","UK477753_2","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","UK","Female","MN-AUG"
"1722","UK734747_1","SARP MN-AUG","Augm.","Chord","Setar","MN-AUG","UK","Male","MN-AUG"
"1723","UK632976_1","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Male","MN-AUG"
"1724","UK559939_1","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Male","MN-AUG"
"1725","UK787801_2","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1726","UK249638_2","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1727","UK349080_1","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Male","MN-AUG"
"1728","UK774380_2","SARP MN-AUG","Minor","Arpeg","Setar","MN-AUG","UK","Female","MN-AUG"
"1729","UK819618_1","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Male","MN-AUG"
"1730","UK40395_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1731","UK192527_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1732","UK668521_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1733","UK581636_2","SARP MN-AUG","Augm.","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1734","UK812201_2","SARP MN-AUG","Minor","Chord","Piano","MN-AUG","UK","Female","MN-AUG"
"1735","UK553917_1","SARP MN-AUG","Augm.","Arpeg","Piano","MN-AUG","UK","Male","MN-AUG"
"1736","UK328873_1","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Male","MN-AUG"
"1737","UK869688_1","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Male","MN-AUG"
"1738","UK31600_2","SARP MN-AUG","Minor","Arpeg","Piano","MN-AUG","UK","Female","MN-AUG"
"1739","MKATLM2407191050","SARP MN-CRM","Chrom.","Arpeg","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1740","MKAJRD2507191630","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1741","MKAAR0108191730","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1742","MKASRD0208191600","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1743","MKAMRJ0308191400","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1744","FKASHR0408191530","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Female","MN-CRM"
"1745","MKAFD2707191400","SARP MN-CRM","Chrom.","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1746","MKHMHM1308191130","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Khow","Male","MN-CRM"
"1747","MKHABD1508191700","SARP MN-CRM","Chrom.","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1748","MKHMHD1808191600","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1749","MKHSHD0608191600","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1750","MKAHRV0308190930","SARP MN-CRM","Chrom.","Arpeg","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1751","MKASH2407191700","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1752","MKAHJZ3107191030","SARP MN-CRM","Chrom.","Arpeg","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1753","MKHTNV2008191100","SARP MN-CRM","Chrom.","Chord","Piano","MN-CRM","Khow","Male","MN-CRM"
"1754","MKHSFL1008191600","SARP MN-CRM","Chrom.","Chord","Piano","MN-CRM","Khow","Male","MN-CRM"
"1755","MKAIKB0208190900","SARP MN-CRM","Chrom.","Chord","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1756","MKHAHT0908191130","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","Khow","Male","MN-CRM"
"1757","MKHKMT1708191330","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","Khow","Male","MN-CRM"
"1758","MKHMSF1808191730","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","Khow","Male","MN-CRM"
"1759","MKATRQ0108191500","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1760","MKARD2607191000","SARP MN-CRM","Chrom.","Arpeg","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1761","MKAZRMT3107191600","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1762","MKHIHS0908191430","SARP MN-CRM","Chrom.","Arpeg","Piano","MN-CRM","Khow","Male","MN-CRM"
"1763","FKAGL0308191700","SARP MN-CRM","Chrom.","Arpeg","Piano","MN-CRM","Kalash","Female","MN-CRM"
"1764","MKAZUD0208191230","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","Kalash","Male","MN-CRM"
"1765","MKHHSN0808191330","SARP MN-CRM","Chrom.","Chord","Setar","MN-CRM","Khow","Male","MN-CRM"
"1766","MKHISL0808191645","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Khow","Male","MN-CRM"
"1767","MKANS2607191200","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1768","MKAAKH2707191615","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1769","MKASZD3007190930","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1770","MKHISQ0708191130","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","Khow","Male","MN-CRM"
"1771","MKHZHR1008191230","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1772","MKHWL1108191030","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1773","MKHMHD0808191100","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1774","MKARMD0408190945","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Kalash","Male","MN-CRM"
"1775","MKHNZR1908191345","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1776","MKHISF1408191130","SARP MN-CRM","Chrom.","Arpeg","Setar","MN-CRM","Khow","Male","MN-CRM"
"1777","MKHRFQ1308191515","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","Khow","Male","MN-CRM"
"1778","UK629335_1","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Male","MN-CRM"
"1779","UK337940_2","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Female","MN-CRM"
"1780","UK395228_2","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Female","MN-CRM"
"1781","UK523822_2","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Female","MN-CRM"
"1782","UK123046_2","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Female","MN-CRM"
"1783","UK499949_1","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Male","MN-CRM"
"1784","UK464301_1","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Male","MN-CRM"
"1785","UK361432_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1786","UK440729_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1787","UK386152_1","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Male","MN-CRM"
"1788","UK468521_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1789","UK490419_1","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Male","MN-CRM"
"1790","UK207435_2","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Female","MN-CRM"
"1791","UK130640_1","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Male","MN-CRM"
"1792","UK328998_2","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Female","MN-CRM"
"1793","UK822095_1","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Male","MN-CRM"
"1794","UK797077_2","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Female","MN-CRM"
"1795","UK81875_2","SARP MN-CRM","Chrom.","Arpeg","Setar","MN-CRM","UK","Female","MN-CRM"
"1796","UK647420_2","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","UK","Female","MN-CRM"
"1797","UK149852_2","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","UK","Female","MN-CRM"
"1798","UK716863_1","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","UK","Male","MN-CRM"
"1799","UK338720_2","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","UK","Female","MN-CRM"
"1800","UK477753_2","SARP MN-CRM","Minor","Arpeg","Setar","MN-CRM","UK","Female","MN-CRM"
"1801","UK734747_1","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Male","MN-CRM"
"1802","UK632976_1","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Male","MN-CRM"
"1803","UK559939_1","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Male","MN-CRM"
"1804","UK787801_2","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Female","MN-CRM"
"1805","UK249638_2","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Female","MN-CRM"
"1806","UK349080_1","SARP MN-CRM","Minor","Chord","Piano","MN-CRM","UK","Male","MN-CRM"
"1807","UK774380_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1808","UK819618_1","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Male","MN-CRM"
"1809","UK40395_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1810","UK192527_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1811","UK668521_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1812","UK581636_2","SARP MN-CRM","Minor","Arpeg","Piano","MN-CRM","UK","Female","MN-CRM"
"1813","UK812201_2","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Female","MN-CRM"
"1814","UK553917_1","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Male","MN-CRM"
"1815","UK328873_1","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Male","MN-CRM"
"1816","UK869688_1","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Male","MN-CRM"
"1817","UK31600_2","SARP MN-CRM","Minor","Chord","Setar","MN-CRM","UK","Female","MN-CRM"
"1818","MKATLM2407191050","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1819","MKAJRD2507191630","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1820","MKAAR0108191730","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1821","MKASRD0208191600","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1822","MKAMRJ0308191400","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1823","FKASHR0408191530","SARP AUG-CRM","Chrom.","Arpeg","Setar","AUG-CRM","Kalash","Female","AUG-CRM"
"1824","MKAFD2707191400","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1825","MKHMHM1308191130","SARP AUG-CRM","Chrom.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1826","MKHABD1508191700","SARP AUG-CRM","Chrom.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1827","MKHMHD1808191600","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1828","MKHSHD0608191600","SARP AUG-CRM","Chrom.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1829","MKAHRV0308190930","SARP AUG-CRM","Chrom.","Chord","Piano","AUG-CRM","Kalash","Male","AUG-CRM"
"1830","MKASH2407191700","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","Kalash","Male","AUG-CRM"
"1831","MKAHJZ3107191030","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","Kalash","Male","AUG-CRM"
"1832","MKHTNV2008191100","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1833","MKHSFL1008191600","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1834","MKAIKB0208190900","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","Kalash","Male","AUG-CRM"
"1835","MKHAHT0908191130","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1836","MKHKMT1708191330","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1837","MKHMSF1808191730","SARP AUG-CRM","Chrom.","Chord","Setar","AUG-CRM","Khow","Male","AUG-CRM"
"1838","MKATRQ0108191500","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1839","MKARD2607191000","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1840","MKAZRMT3107191600","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1841","MKHIHS0908191430","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","Khow","Male","AUG-CRM"
"1842","FKAGL0308191700","SARP AUG-CRM","Chrom.","Chord","Setar","AUG-CRM","Kalash","Female","AUG-CRM"
"1843","MKAZUD0208191230","SARP AUG-CRM","Chrom.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1844","MKHHSN0808191330","SARP AUG-CRM","Chrom.","Arpeg","Setar","AUG-CRM","Khow","Male","AUG-CRM"
"1845","MKHISL0808191645","SARP AUG-CRM","Chrom.","Arpeg","Setar","AUG-CRM","Khow","Male","AUG-CRM"
"1846","MKANS2607191200","SARP AUG-CRM","Chrom.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1847","MKAAKH2707191615","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1848","MKASZD3007190930","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","Kalash","Male","AUG-CRM"
"1849","MKHISQ0708191130","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1850","MKHZHR1008191230","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1851","MKHWL1108191030","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1852","MKHMHD0808191100","SARP AUG-CRM","Chrom.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1853","MKARMD0408190945","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","Kalash","Male","AUG-CRM"
"1854","MKHNZR1908191345","SARP AUG-CRM","Chrom.","Chord","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1855","MKHISF1408191130","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1856","MKHRFQ1308191515","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","Khow","Male","AUG-CRM"
"1857","UK629335_1","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Male","AUG-CRM"
"1858","UK337940_2","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1859","UK395228_2","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1860","UK523822_2","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1861","UK123046_2","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1862","UK499949_1","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1863","UK464301_1","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1864","UK361432_2","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1865","UK440729_2","SARP AUG-CRM","Chrom.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1866","UK386152_1","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1867","UK468521_2","SARP AUG-CRM","Chrom.","Arpeg","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1868","UK490419_1","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1869","UK207435_2","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1870","UK130640_1","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1871","UK328998_2","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1872","UK822095_1","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1873","UK797077_2","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1874","UK81875_2","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1875","UK647420_2","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1876","UK149852_2","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1877","UK716863_1","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","UK","Male","AUG-CRM"
"1878","UK338720_2","SARP AUG-CRM","Augm.","Chord","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1879","UK477753_2","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1880","UK734747_1","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Male","AUG-CRM"
"1881","UK632976_1","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Male","AUG-CRM"
"1882","UK559939_1","SARP AUG-CRM","Chrom.","Arpeg","Piano","AUG-CRM","UK","Male","AUG-CRM"
"1883","UK787801_2","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1884","UK249638_2","SARP AUG-CRM","Augm.","Arpeg","Piano","AUG-CRM","UK","Female","AUG-CRM"
"1885","UK349080_1","SARP AUG-CRM","Chrom.","Chord","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1886","UK774380_2","SARP AUG-CRM","Chrom.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1887","UK819618_1","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Male","AUG-CRM"
"1888","UK40395_2","SARP AUG-CRM","Chrom.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1889","UK192527_2","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1890","UK668521_2","SARP AUG-CRM","Augm.","Chord","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1891","UK581636_2","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Female","AUG-CRM"
"1892","UK812201_2","SARP AUG-CRM","Augm.","Arpeg","Setar","AUG-CRM","UK","Female","AUG-CRM"
